0.0144;0.7625
0.0175;0.8591549295774648
0.0210;1.0
0.0076;0.61
0.0137;0.7439024390243902
0.0206;0.9838709677419355
0.0199;0.953125
0.0117;0.6931818181818182
0.0168;0.8356164383561644
0.0144;0.7625
0.0168;0.8356164383561644
0.0103;0.6630434782608695
0.0210;1.0
0.0110;0.6777777777777778
0.0096;0.648936170212766
0.0192;0.9242424242424242
0.0196;0.9384615384615385
0.0196;0.9384615384615385
0.0137;0.7439024390243902
0.0162;0.8133333333333334
0.0148;0.7721518987341772
0.0134;0.7349397590361446
0.0186;0.8970588235294118
0.0158;0.8026315789473685
0.0165;0.8243243243243243
0.0134;0.7349397590361446
0.0210;1.0
0.0134;0.7349397590361446
0.0158;0.8026315789473685
0.0192;0.9242424242424242
0.0196;0.9384615384615385
0.0175;0.8591549295774648
0.0162;0.8133333333333334
0.0155;0.7922077922077922
0.0148;0.7721518987341772
0.0134;0.7349397590361446
0.0179;0.8714285714285714
0.0158;0.8026315789473685
0.0127;0.7176470588235294
0.0182;0.8840579710144928
0.0199;0.953125
0.0148;0.7721518987341772
0.0141;0.7530864197530864
0.0144;0.7625
0.0072;0.6039603960396039
0.0203;0.9682539682539683
0.0158;0.8026315789473685
0.0117;0.6931818181818182
0.0148;0.7721518987341772
0.0179;0.8714285714285714
0.0206;0.9838709677419355
0.0175;0.8591549295774648
0.0206;0.9838709677419355
0.0162;0.8133333333333334
0.0151;0.782051282051282
0.0179;0.8714285714285714
0.0210;1.0
0.0134;0.7349397590361446
0.0192;0.9242424242424242
0.0127;0.7176470588235294
0.0175;0.8591549295774648
0.0192;0.9242424242424242
